病例,数据组,模态,状态,影像路径,标签路径,第1轴体素数,第1轴间距_mm,第1轴覆盖_mm,第2轴体素数,第2轴间距_mm,第2轴覆盖_mm,第3轴体素数,第3轴间距_mm,第3轴覆盖_mm,原始存储类型,文件缩放斜率,文件缩放截距,方向代码,空间单位,影像最小值,影像最大值,抽样P1,抽样中位数,抽样P99,强度抽样数,影像非有限体素数,标签体素体积_ml,体积计算依据,问题,影像SHA256,标签SHA256
Case5019,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5019_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5019_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,180,1.0,180.0,float32,1.0,0.0,PSR,mm,0.0,3824.6240234375,0.0,69.96263122558594,1510.6746826171875,199565,0,0.0007839627087944087,首选空间矩阵行列式,,234ad17761b1b757bbd7adea3938f49e40fb13bbdf7ca54285406d27eac1865b,5107541bdc29998676d061c33eef29128a0c5666f888b6c0d3d1b1641c14308d
Case5020,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5020_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5020_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,170,1.0,170.0,float32,1.0,0.0,PSR,mm,0.0,3031.753662109375,0.0,82.21025085449219,1193.05126953125,198949,0,0.0007839627087944087,首选空间矩阵行列式,,b6969507293ca6deb3087b9413d14d50964be7b654b94291b8458bc60514b288,5a4e9491ee2ca0dc58a353c2933cda8c3e1ba2e9d272bbddb4bbbafc31be1845
Case5021,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5021_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5021_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,160,1.0,160.0,float32,1.0,0.0,PSR,mm,0.0,3929.010498046875,0.0,60.9621467590332,1505.7650146484375,199941,0,0.0007839627087944087,首选空间矩阵行列式,,d7572793e2c8b2304cb8d412bc4ee84e57db400205e8937290238d80e384b169,927a22f039d287319421e15dfc03623202a1c486234e477f96149b9fd7eb0fc9
Case5022,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5022_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5022_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,180,1.0,180.0,float32,1.0,0.0,PSR,mm,0.0,3530.31640625,0.0,83.24615478515625,1637.7406005859375,199565,0,0.0007839627087944087,首选空间矩阵行列式,,fd91cc37358928410f8c9ba09c80b3b29ec6e049e39dbb5ab3fac7f465de14f9,f6d60073a579890e34542942b551f9f103f33602eb8df8fd33ab432ef772478c
Case5023,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5023_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5023_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,165,1.0,165.0,float32,1.0,0.0,PSR,mm,0.0,3399.15185546875,0.0,56.61758041381836,1444.7967529296875,199429,0,0.0007839627087944087,首选空间矩阵行列式,,4eb265d1e4a6366f97f4addadaa555337c25c6f65e380c94c44603db5d002563,a430605ce43434e7b204c308391fd26180004807bac63d6d2fd5c6b21a96d275
Case5024,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5024_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5024_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,150,1.0,150.0,int16,1.0,0.0,PSR,mm,0.0,1696.0,0.0,50.0,950.0,199265,0,0.0007839627087944087,首选空间矩阵行列式,,6e4a068081211d44927469a9d36355987086000d08c66ced3e0e35d513389723,9d263348bd35058da38a310ce6ea27d55315a8f967ae5ff59f1ac646ac68f191
Case5025,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5025_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5025_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,190,1.0,190.0,int16,1.0,0.0,PSR,mm,0.0,2152.0,0.0,55.0,1067.0,198700,0,0.0007839627087944087,首选空间矩阵行列式,,f72f24631db51384ce4c27332998199d51945115dee35dc931258ea454efb954,153fac88932038598e2cdca99bf2c96d3eefc944f1cc35fe848983301725aa99
Case5026,E mr_train,MRI,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5026_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\E mr_train\Case5026_label.nii.gz,384,0.8854166865348816,340.00000762939453,384,0.8854166865348816,340.00000762939453,228,0.75,171.0,int16,1.0,0.0,PSR,mm,0.0,1498.0,0.0,78.0,789.0,198935,0,0.0005879720315958066,首选空间矩阵行列式,,c6247b012b9152b00bfb59d161d192a2965ce4026af48f8431b9411b36524350,bcba3c53cff0f89273b969626737a988f23263d9dfefbf4bd45c6669ea2f1771
Case7001,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7001_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7001_label.nii.gz,512,0.40234375,206.0,512,0.40234375,206.0,370,0.5,185.0,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1021.0,-71.0,1050.0,199987,0,8.094024658203125e-05,首选空间矩阵行列式,,2167a2007d64bbf72f6f39d0d6e9bbbc9c657ad4f8d0cb859d9349680ca63f9b,7f443c2fb215d93813577284ddaceaea6ccb196246321e5859d6cba7767f2a04
Case7002,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7002_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7002_label.nii.gz,512,0.345703125,177.0,512,0.345703125,177.0,275,0.5,137.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1007.0,-47.0,1011.0,199695,0,5.975532531738281e-05,首选空间矩阵行列式,,d83dfd956c747acbb5407d7c379f31bdd006b47f321787421025b6e26929e3a3,d021dbac4622497e551cfe6f2bd4c863b757c3e3b4788dc3a59ee7770541e17a
Case7003,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7003_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7003_label.nii.gz,512,0.44140625,226.0,512,0.44140625,226.0,269,0.5,134.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1017.0,-58.0,708.0,199765,0,9.741973876953124e-05,首选空间矩阵行列式,,5df5b319ec8dd92569705f30f04ceb9bdc947207872aee776aacf4d0a40fb5de,b4c04595ce590193fa84f9973fd2bbbf131d6e48a845bc01856cbbf7bb99338e
Case7004,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7004_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7004_label.nii.gz,512,0.412109375,211.0,512,0.412109375,211.0,306,0.5,153.0,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1007.0,-45.0,982.0,199543,0,8.491706848144531e-05,首选空间矩阵行列式,,0f10b2b6546d4a3e3d5f0d67e14f57c51904dc3b82481acefea17dfeb2c0f6b7,028595965edcca19c6afd211f139a3430a409a885d00290c1980e793b4e8806c
Case7005,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7005_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7005_label.nii.gz,512,0.369140625,189.0,512,0.369140625,189.0,267,0.5,133.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1011.0,-35.0,885.0,199979,0,6.81324005126953e-05,首选空间矩阵行列式,,0e0e731d1667e3458077c7bfcf96486a65b726db16ada11f6271ef8584afd972,17dbf782ae89d69fa2acf64d4c78af713888809d51e6812d9fdbc2b3d47ae146
Case7006,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7006_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7006_label.nii.gz,512,0.390625,200.0,512,0.390625,200.0,265,0.5,132.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1021.0,-134.0,742.0,199622,0,7.629394531249999e-05,首选空间矩阵行列式,,1ff41c03675b367f52d6158aef8c429bc1096c22111fe06bd79b1b1397769b16,e1b38eb7c6062f6e77a0d7d397c4dce4bd2e1f0bf397651bc376cd81f0dfd13e
Case7007,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7007_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7007_label.nii.gz,512,0.322265625,165.0,512,0.322265625,165.0,231,0.5,115.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1003.0,10.0,905.4800000000105,199853,0,5.192756652832031e-05,首选空间矩阵行列式,,f6b91ea96112deeeaa5e010c2761e47706d948203d91b6d3fb036f5280c9037f,9c89c53fb60df1608f1986aba53990c983fb989f326b77c1dba8ca8360a3271b
Case7008,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7008_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7008_label.nii.gz,512,0.478515625,245.0,512,0.478515625,245.0,271,0.5,135.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1021.0,-106.0,1149.0,199554,0,0.00011448860168457032,首选空间矩阵行列式,,1a6e3a28279215585c693aed031343d1a985216ef86a59605dc48ddf8fcd984a,f25a67206ea87214d6a121fb89f6c71a3a9e7dd6e1896c6056d589c364a90a68
Case7009,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7009_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7009_label.nii.gz,512,0.302734375,155.0,512,0.302734375,155.0,247,0.5,123.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-857.0,-80.0,734.0,199845,0,4.582405090332031e-05,首选空间矩阵行列式,,7b9634d629477aca8405cad7229fba5ea95fb2da7bbc66947adb4787655e1fd8,d66464d271bd0d948512998ce215bf500ee021b276e414f6cd289362cfcd6585
Case7010,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7010_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7010_label.nii.gz,512,0.37109375,190.0,512,0.37109375,190.0,265,0.5,132.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1004.0,-114.0,810.0,199622,0,6.885528564453127e-05,首选空间矩阵行列式,,0aaac17f7a111f6051feec3fba876aabc1d05c34d4f9169aa3219fba6b401a8d,8a5b5938d529eb4282d7bba0f8048bbdd3e62adf853b7690ab6e1f50a3d97fa5
Case7011,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7011_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7011_label.nii.gz,512,0.337890625,173.0,512,0.337890625,173.0,245,0.5,122.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1004.0,-88.0,785.0,199458,0,5.70850372314453e-05,首选空间矩阵行列式,,be4d246a12608c2eb3ac87676168de10ae545956af6ffa17e3911ea43ff0af83,c6f8310171dfe66b234e8388701949de08cfc5101c91a5f8e92c5f7187e10cd1
Case7012,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7012_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7012_label.nii.gz,512,0.3046875,156.0,512,0.3046875,156.0,213,0.5,106.5,int16,1.0,0.0,LPS,mm,-1024.0,2042.0,-838.0,2.0,965.0,199417,0,4.6417236328124984e-05,首选空间矩阵行列式,,ec768c4c8b53f532d02aec667158135a2b8cb4858797636880c0643a76df15f5,d21fdb6cce2febcf68368fe870eab0e75127bc10008b5204ed8563b89030bdf6
Case7013,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7013_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7013_label.nii.gz,512,0.330078125,169.0,512,0.330078125,169.0,259,0.5,129.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1003.0,-3.0,878.0,199693,0,5.447578430175782e-05,首选空间矩阵行列式,,a20afed062695d1617e1ecebd44eb8de54470eb1d2ce741d3f18f6a38872c8a7,ce1cbbd6688d9f3c91b00f6d909afef8ae67892b83c6092ac70c805c9df1b457
Case7014,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7014_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7014_label.nii.gz,512,0.314453125,161.0,512,0.314453125,161.0,213,0.5,106.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-976.0,-82.0,994.0,199417,0,4.944038391113281e-05,首选空间矩阵行列式,,b20657aceb4f00ac1af3f3f2fc9f583eee4a76e396dcb9d5de6555388e4b3d07,b643b31f6eafff8d5eeebe99957b49066f6ede85e3c6fc52e48b9bb3bba616bc
Case7015,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7015_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7015_label.nii.gz,512,0.330078125,169.0,512,0.330078125,169.0,277,0.5,138.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-998.0,-47.0,817.0,199489,0,5.447578430175782e-05,首选空间矩阵行列式,,8b04332bd4f10166b5899dad01d6ebaa96b89756b9beafec3d50ad13cd8a31cc,7bbcee764fd949786de855d88a0347acafe8968cb9e8ea0dbd8d3ad889d2cec1
Case7016,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7016_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7016_label.nii.gz,512,0.322265625,165.0,512,0.322265625,165.0,243,0.5,121.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1016.0,-76.0,1112.109999999986,199690,0,5.192756652832031e-05,首选空间矩阵行列式,,2d804e20d4082a4a7c975ac0992bcb6ef7cfa5a8bdd60bb78f2822f5ad2e1c85,24cffafd784009c3c553d13afc072c9e09426530bd340a9fded7f0e2f261295e
Case7017,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7017_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7017_label.nii.gz,512,0.400390625,205.0,512,0.400390625,205.0,298,0.5,149.0,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1015.0,-62.0,979.0,199793,0,8.015632629394532e-05,首选空间矩阵行列式,,bf235c3e6fe6beede3a947e3bbe753cec22f34e4cd1a09ed7555def02ccea27b,8b990a56050e86d8cd3ab2edc23ef9636f106901ea89f1306307a52ae8ad1388
Case7018,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7018_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7018_label.nii.gz,512,0.421875,216.0,512,0.421875,216.0,359,0.5,179.5,int16,1.0,0.0,LPS,mm,-1024.0,2513.0,-1015.0,-134.0,768.0,199809,0,8.898925781249998e-05,首选空间矩阵行列式,,f8d99877a0a7b86e61438982a63a70c717ecb0ff67974930d293905fee0770c3,2625ab4eac82b268209f563fa060abdf79c516acdfc306c9753ff585f45c9780
Case7019,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7019_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7019_label.nii.gz,512,0.40625,208.0,512,0.40625,208.0,370,0.5,185.0,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1014.0,-64.0,715.0,199987,0,8.251953125e-05,首选空间矩阵行列式,,92d9a9163c212a510ed70a9380aca028e5aca4e297ecf89127839ba4d6994054,1a7aec62f9da46d6b0c7b2f65905c2a7a23cc8b0e1ad4441f0820b40ac3c244f
Case7020,G ct_train,CT,ok,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7020_image.nii.gz,D:\code_project\whole_heart\Wholeheart_Train_Dataset\G ct_train\Case7020_label.nii.gz,512,0.341796875,175.0,512,0.341796875,175.0,237,0.5,118.5,int16,1.0,0.0,LPS,mm,-1024.0,3071.0,-1014.0,-91.0,969.0,199769,0,5.841255187988281e-05,首选空间矩阵行列式,,94d50b9890972477cbbc120c5c887e79b7827b616a89204f17a37c8b72856a35,04beeeb142565e9dc1babd28c964815c7029843c63204222b0976bcd476eef6d
